Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
People practicing open defecation (% of population),SH.STA.ODFC.ZS,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.7377620565966,20.9829788640322,20.1919659547547,19.4666559075887,18.7328232334801,17.9795844216058,17.1269618272768,16.3694092437485,15.5897810736242,14.8252965697519,14.063079418332,13.388232292961,12.6251475699974,11.8606205481435,11.0929366267243,10.3778820863626,9.61066469145123,8.96567671185941,8.18525144203401,7.43062831652992,6.70645167079324,5.93715898418041,5.32412487979048
People practicing open defecation (% of population),SH.STA.ODFC.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.1095043203532,31.9122488971884,31.7119586756127,30.3776050352768,29.0550124788839,27.7451360467958,26.4471966506776,25.1618300153155,23.8893135059903,22.6299295048831,21.3839563489083,20.1519307280461,18.9340954826967,17.7304578833296,16.5417332178446,15.3679193459928,14.2094468622556,13.0665152239437,11.9394917839141,10.8283817308578,9.73352609496146,8.65520940280814,8.57417173568096
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.2921604034859,28.1289638057755,26.871811454065,25.6273611148031,24.3957420910499,23.1774097927391,21.9721393233414,20.7803597135702,19.601597253639,18.4370836941296,17.2858216055617,16.1484561474221,15.0239727713524,13.912471382142,12.8146829007877,11.7305156152834,10.6606435407268,9.60518021543982,8.56443166013825,7.53882028644492,6.52860874826759,6.47019422444297,6.41115730329657
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.4573715231966,31.2829432181962,30.3826475655593,29.7011950272054,29.049519229758,28.3944297954868,27.7363329981411,27.0748540756272,26.4103848443448,25.742563144027,25.0717684008086,24.3976583738009,23.7205878420146,23.0402344377705,22.3474263209976,21.6425870964299,20.9267805902126,20.2007420088671,19.4649199191215,18.7229447777206,18.0316168036109,17.3335081394942,17.3099522547499
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.9709193555198,20.9823486569015,22.5413387666176,24.1003328260197,25.6662399387279,27.2391887360031,28.8122662344939,30.4665336124326,32.128704614959,33.7989577403427,35.4774709901664,37.16457222165,38.8603050336229,40.564852379778,42.2784026530125,44.0013086436901,45.7336021554717,47.4776157981306,49.2341444226923,51.0034810931108,52.6490009350063,54.298589737252,55.9519412878114
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.4083639741221,22.7600721514339,23.1271302914129,23.4969742114696,23.8644521646891,24.363308363708,24.8601409383834,25.3360406978333,25.8662908538853,26.4073280284889,26.9478181008337,27.0901814599005,27.6214042806258,28.1609254453418,28.7215729072425,29.3058471149828,29.8437908252258,30.382473657783,30.7304359482259,31.1584084701986,31.5484495720287,31.5015675793188,31.7443083417017
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.8008366534005,22.0408964255635,22.6489185132964,23.2834477862309,23.9444399422805,24.629374860245,25.3347868813881,26.0548164790482,26.7884432494905,27.5379420928085,28.3049411619254,29.0876760740795,29.8861224414733,30.7000769425415,31.5286149498323,32.3677062906022,33.2170561311946,34.0811356573181,34.8459738581343,35.7331191654405,36.6339503623385,37.5318765236081,38.6474318919298
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.4886714004041,90.0309542893634,90.605514785525,91.1654586707594,91.7106511759046,92.3229745372511,92.9214092333686,93.5057456524919,94.0758130632297,94.6311525971364,95.1721612127179,95.6984954437804,96.2102708087274,96.7065621641798,97.1880221308194,97.6549638832306,98.1079030060422,98.5472976713805,98.9736460270302,99.1830688799465,99.2987931149029,99.2990334369956,99.2992661348186
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.4808303267888,84.7599276450493,85.0328073593515,85.2991644625783,85.5590709673942,85.8122609306772,86.0591315025692,86.299440005349,86.5335680761237,86.7594853651133,86.9781332130706,87.1892375803685,87.0935397027506,86.9868765719694,86.8698424356598,86.7425206949109,86.6054829474466,86.4588237816513,86.303094189528,86.1385043463065,85.9654695730295,85.7843012451086,85.8262893978246
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.6022126416572,64.5940020646939,64.5857914877307,64.5775809107675,64.5693703338042,64.561159756841,64.5529491798777,64.5447386029145,64.5365280259512,63.3846165917388,62.2329962063021,61.0816668696417,59.9306285817578,58.7798813426497,57.6294251523178,56.4792600107625,55.3293859179829,54.17980287398,54.1729020165096,54.1660011590391,54.1591003015687,54.1521994440983,54.1452985866279
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.9999994632633,100,100,100,100,99.9999978782282,100,100,100,100,99.9999980744897,100,99.9999980016794,100,100,100,99.99999600335,100,99.9999955655473,99.9999967920626,99.9999985271439,100,100
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.5575243295056,28.9892228999424,30.4224688661868,31.8560605984651,33.2903908906274,34.7226378362301,35.9912829408025,37.2593050122209,38.5275103563643,39.7942707753161,41.0607923213848,42.3266654473422,43.5914724861148,44.8547922195447,46.1170299677134,47.3744826098829,48.6279413330122,49.8769829625562,51.120743995819,51.3936226824603,51.6603294206642,51.9216843631804,52.1772757616933
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.3382623808046,97.3536211069896,97.3677830429391,97.3724715198517,97.377133715389,97.3817635895337,97.3863992440452,97.3904780793345,97.3939999567314,97.3970184718327,97.3994801016802,97.401415922773,97.4028176183176,97.403718511033
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.5475353629849,73.8300659998924,74.1832386310439,74.5863918776369,74.9801545301809,75.5804409481684,76.2501908561931,76.9056356282303,77.5792944105043,78.2297241842397,78.8640822092074,79.4941341709494,80.0645039307874,80.6243874407629,81.1664868207624,81.6894040935859,82.2058914519262,82.5747979953499,82.9303802734484,83.2299462937998,83.5522310041718,88.7440576803218,88.7872730179955
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.6669269654323,88.1359392097076,88.6033940308795,89.0695626056267,89.535067661347,89.9997328171333,90.463786071511,90.9270366712693,91.389714779665,91.851632903701,92.3128297975777,92.7707536939526,93.2268007089789,93.6231264544083,94.0211238749445,94.4204081447428,94.8209556611028,..,..,..,..,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.9598960322857,87.3260136492701,87.7125537666032,88.1073225541723,88.5026889720846,88.89849800909,89.2950645345258,89.6920691439885,90.0898320713121,90.4880281882905,90.886816268627,91.2862018286615,91.6861698103562,92.0907742307547,92.5000968345708,92.9144017017963,93.2465397820957,93.4677255905202,93.693256899836,93.8578716530954,93.9367387745435,93.9562455310178,93.9797141565547
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.9731037869072,98.0125082381901,98.051912689473,98.0913171407559,98.1307215920388,98.1701260433217,98.2095304946046,98.2489349458875,98.2883393971704,98.3277438484533,98.3671482997362,98.4065527510191,98.445957202302,98.4853616535849,98.5247661048679,98.5641705561508,98.6035750074337,98.6429794587166,98.6823839099995,98.7217883612824,98.7611928125653,98.8005972638482,98.8400017151311
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.9907556704031,99.9912540263272,99.9917523822512,99.9922507381752,99.9927490940993,99.9932474500233,99.9937458059473,99.9942441618714,99.9947425177954,99.9952408737194,99.9957392296434,99.9962375855675,99.9967359414915,99.9972342974155,99.9977326533395,99.9982310092636,99.9987293651876,99.9992277211116,99.9997260770357,100,100,100,100
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.9999792345039,99.999991799194,99.9999980392323,99.9983754167631,99.996530510081,99.9947044560317,99.9928973265328,99.9911019826259,99.9893267550083,99.9875724384066,99.9858342390638,99.984111541528,99.9823078846103,99.9804526499749,99.9785880353987,99.9767047978383,99.9748142109487,99.9729106791419,99.9728142657606,99.9727098850505,99.9726057573629,99.972489808581,99.9723671174221
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.2763448871113,64.1750752555107,66.0659783026576,67.9494292873128,69.8252236827963,72.2781232201484,74.745714824542,77.2281562629166,79.7252646549165,82.2372192824179,84.7653165005318,87.3090251165639,89.867944807487,92.4416985929619,94.3420184990273,96.1196172823596,96.1218120431691,96.1241166203386,96.1265212557796,96.1290294533043,..,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.6018273385256,88.1192100717408,88.6379844039754,89.1581503352292,89.6797078655026,90.2026569947952,90.7269977231071,91.2527300504385,91.7798539767891,92.3083695021592,92.8382766265486,93.3695753499573,93.9022656723855,94.2450378918434,94.5878101113014,94.9305823307593,94.9305823307593,94.9305823307593,94.9305823307593,94.9305823307593,..,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.9338494189547,99.9387336652673,99.9436179115799,99.9485021578926,99.9533864042052,99.9582706505178,99.9631548968304,99.968039143143,99.9729233894557,99.9778076357683,99.9826918820809,99.9875761283935,99.9924603747062,99.9973446210188,100,100,100,100,100,100,100,100,100
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.5131903542463,26.0705975336452,27.6554493983047,29.231867657353,30.7992984470831,32.4431837647269,34.0875250851519,35.7309011894357,37.3719166265714,39.0092124920905,40.6418673210665,42.268339101128,43.8868927179976,45.4961634604437,47.0955366737352,48.6838158473245,50.2602922140672,51.8240359497362,53.374264785747,54.9102399606066,56.4312334257288,57.9366246208439,59.2951914692048
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.8534902197376,89.3536190555618,89.8537478913859,90.35387672721,90.8540055630342,91.3541343988583,91.8542632346825,92.3543920705066,92.8545209063307,93.3546497421548,93.854778577979,94.3549074138031,94.8550362496273,95.3551650854515,95.8552939212757,96.3554227570998,96.855551592924,97.2793784985907,97.2834997978144,98.0924623115578,98.0924623115578,98.0924623115578,98.0924623115578
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.0688611847075,92.0460905490136,92.0235090773808,92.0011580100516,92.4299916634885,92.8629829775611,93.300075313505,93.741208204244,94.1862922254828,94.6353529883888,95.0871819797059,95.5429893009078,96.0031998605471,96.4677445675185,96.9365246924667,97.4094623454062,97.8864691690809,98.3674545561618,98.8522676469004,99.3407614255289,99.488775472255,99.5394913472978,99.5586639196019
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.4846315051825,99.4847977084529,99.4849659216201,99.4851239607149,99.4852943650297,99.4854568629514,99.4856157010905,99.4857778155169,99.485938234534,99.4861037837084,99.4861223783122,99.4861282307438,99.4861402795475,99.4861457738456,99.4861569997112,99.486162707096,99.4861780441758,99.4861797235591,99.4861886398911,99.4861988308489,99.4861978032885,99.4862111207858,99.4862170542849
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.4379857862618,82.7632637992098,83.088569231987,83.4138995033118,83.7392626611454,84.0550525354044,84.3704273112664,84.6853808597079,84.9999138070578,85.3140193437677,85.6277083290934,85.9422379234594,86.2578541142756,86.5747585957408,86.8930450171415,87.2129807113852,87.534777016108,87.8585217818837,88.184416079473,88.1985036524971,88.2142766873075,88.23173186587,88.2510779331487
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.60566700510411,9.00424752605042,9.42522879725803,9.87676965998667,10.3400677635835,10.814694218731,11.3007400084745,11.7983015321379,12.3071178648893,12.8267358396861,13.3574318576564,13.8991204082012,14.4517136045026,15.0147440721455,15.5894570732653,16.17540036159,16.7724928532971,17.3806539321045,17.9998030901084,18.6298545928192,19.2707223290055,19.3816144059671,19.4935017104267
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.9791403999453,99.9770577444815,99.9749750890177,99.972892433554,99.9708097780902,99.9687271226264,99.9666444671626,99.9645618116988,99.962479156235,99.9603965007712,99.9583138453074,99.9562311898436,99.9541485343798,99.952065878916,99.9499832234522,99.9479005679884,99.9458179125246,99.9437352570609,99.9416526015971,99.9416526015971,99.9416526015971,99.9416526015971,99.9416526015971
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.9049420148629,47.2601457118494,49.1547421492926,51.0165270702967,52.844198299812,54.6241930830264,56.2695823363996,57.8890069731265,59.4818938821528,61.0687309500426,62.6289580941062,64.1622239029782,65.6661456957171,67.140887988373,68.5868506524737,70.0045782225333,71.3945411475057,72.7572881553915,74.0934493170047,75.403670277365,76.6885643387189,77.9488578507004,77.9400742382936
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.8811874412867,36.0196772037858,37.1412514213975,38.2561389140297,39.3677022723761,40.47531433417,41.5799679174853,43.1728444931789,44.7886532203602,46.4262546267076,48.08580986572,49.7674655242052,51.4707416747081,53.1783113817312,54.8968142877762,56.636951137867,58.3989085613163,60.181938442967,61.9877854174935,63.8163098248026,65.6670621010482,67.5398876118887,68.612563095457
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.0784457696157,95.0879641913075,95.0981396368111,95.1088600330227,95.1202465613179,95.1357873687162,95.151629322116,95.1678950814156,95.1844590967475,95.2013200786175,95.2184859381301,95.2360153461861,95.2539078629793,95.2720381038847,95.290532157865,95.3129360823777,95.3361510415938,95.3602380401122,95.3850592701845,..,..,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.9161128230796,53.3312371934366,54.6351373300919,55.9306253316382,57.2354398758653,58.5484651662334,59.8707817877325,61.6023323152472,63.3424578727978,65.0869031781855,66.8374083076875,68.5923179945414,70.1498597100217,71.6801447936656,73.2176947943605,74.7620657947833,76.0173129165427,77.2692231997295,78.5138974205166,79.751688865621,80.026238683341,80.2922288193525,80.5508168196432
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.1287988328203,74.0379078842192,74.9279834778336,75.8126402714995,76.6915371557584,77.5647914194703,78.4329110515648,79.2959780376904,80.154078978513,81.0065268837533,81.854207204088,82.7005761863484,83.5422241377624,84.3785142207398,85.2106414441147,86.0379594237602,86.8602432937162,87.6779592819379,88.4905439034498,89.298795927984,90.0784764801568,90.8109852394536,90.8834993687823
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.7851983961345,96.791263486763,96.7973285773916,96.8033936680201,96.8094587586486,96.8155238492771,96.8215889399056,96.8276540305341,96.8337191211627,96.8397842117912,96.8458493024197,96.8519143930482,96.8579794836767,96.8579794836767,96.8579794836767,96.8579794836767,96.8579794836767,..,..,..,..,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.7148465774726,73.9314819787646,75.1481173800566,76.3647527813482,77.5813881826402,78.7980235839323,80.0146589852238,81.2312943865159,82.4479297878079,83.6645651890999,84.8812005903915,86.0978359916835,87.3144713929755,88.5311067942671,89.7477421955591,90.9643775968511,92.1810129981427,93.3976483994347,94.6142838007268,95.8309192020188,97.0475546033103,98.2641900046024,99.4808254058944
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.8271089702162,85.8352908479072,85.8462648106082,85.8571440644379,85.8679922046275,85.8787497249817,85.8894144465135,85.900018782147,85.9105609000638,85.9210147407861,85.9314025243646,85.9417021469131,85.9520261721643,85.9623866060034,85.972745627149,85.9831361461226,85.9935265191429,86.0039454307133,86.0143373922926,86.0247237413144,86.0351144450633,86.0455071778207,86.0558628837298
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.1878990848946,10.5063052772592,11.3937425930332,12.2686574331796,13.1317299489599,13.9805995453405,14.8159146955023,15.5707854905595,16.2596775904484,16.9336302229932,17.5931679395271,18.2380244727644,18.8675829272628,19.4816080899317,20.0801867081172,20.6627379954545,21.2290233625521,21.7779198987319,22.3095685822615,22.8240692453658,23.3206825506615,24.0411194450571,24.7564935540426
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.2147429343412,45.4235595145127,45.634367840651,45.8472924386413,45.8686367474088,45.8870569615053,45.9023891144522,45.91453002842,45.9232637088484,45.9285444534239,45.930071391903,45.9277113706051,45.9213248562526,45.9106159973544,45.8955074527913,45.8757132011188,45.8510198644704,45.8212039832592,45.7860370850932,45.7452763887701,45.7275099507196,45.7093313882006,45.6906846411766
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.8279530117996,39.1910563286688,41.5375089977973,43.8664098956885,46.1784732946656,48.4726015407377,50.7498012152059,53.0093492318719,55.2522001426227,57.4769273640947,59.6818525468582,61.8006551686033,63.9530692607862,66.0992441827563,68.2388839996908,70.3717075171588,72.4969280062987,74.6142564437254,76.7237252974541,78.8249564795012,80.9181458305802,83.0030900897812,83.0453032676674
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.1863241737143,11.3935107421311,14.2304196427319,17.0917223528328,19.9778491724546,22.8886756357962,25.8235906865063,28.7829838695833,31.7836066371633,34.8956032926961,38.0261681716986,41.1748173469742,44.3410593815793,47.5240172212346,50.7239587338179,53.9399800809398,57.1715605520056,60.4178596670621,63.6801687178509,66.957416421946,70.249097797564,73.5541422054636,76.719418336462
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.2963191886427,38.3301303382151,38.3674033125202,38.59076542374,38.8160973579278,39.042535815984,39.2707706827341,39.5008711555613,39.7329093241941,39.9666331909279,40.2024295671356,40.4400396496545,40.679527922419,40.9206144735396,41.16335571391,41.4078037782764,41.6540121133768,41.9013320538743,42.1505011655075,42.4008580058119,42.6527994756676,42.9056321489974,43.119165338496
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.8666821077475,99.868836370374,99.8693423385411,99.8698578955467,99.870363930459,99.8639633593088,99.8430141586711,99.7607594665167,99.6782744503742,99.5955579339671,99.5126201247374,99.4293799049063,99.3455538928115,99.2616789369925,99.177750681856,99.0937756062702,99.0097512478276,98.9256765118876,98.8415415919231,98.7573271465461,98.6730053902748,98.5885660943908,98.5883581968614
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.5431739209066,83.828149666325,84.1132786459182,84.3976574690183,84.7441857625499,85.1152231333307,85.4860957454997,85.8573949176355,86.2291973349355,86.7314163437505,87.0999027116278,87.4571305031178,87.8125241145294,88.1548846625357,88.4564723596532,88.7437855602598,89.0129293787547,89.2785281278083,89.5559585969617,89.7742641329174,89.5842914523036,89.6502434250098,89.7183503946672
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.9378304447852,83.9378304447852,83.9378304447852,83.9378304447852,83.9378304447852,83.8037938650307,83.669757285276,83.5357207055214,83.518925,83.5017524539877,83.4842030674846,83.4662768404908,83.4479737730061,83.4292938650307,83.4102371165644,83.3908035276073,83.3709930981595,83.3508058282208,83.3302417177914,83.3093007668711,83.2879829754601,83.2662883435582
